Run,Size,Time(s),L1 DCM,L2 DCM,L3 TCM
1,4096,5.22572,2327679314,169444021,1719358,11475
2,4096,5.56815,2320830483,166360306,1830410
3,4096,6.31892,2250026809,162967374,1867643
4,4096,5.66785,2521171421,176516012,824978
5,4096,5.73076,2308025181,162978904,823612
6,4096,5.52741,2377671479,128108269,821002
7,4096,5.66561,2455900598,169275239,823642
8,4096,5.71907,2503572333,129863270,839940
9,4096,5.75399,2223823716,127690298,860484
10,4096,5.67341,2434291394,188566369,852679

Size,Avg Time,Avg L1 DCM,Avg L2 DCM,Avg L3 TCM,MFlop
4096, 5.685089, 2372299272, 158177006, 1126374, 11475

Run,Size,Time(s),L1 DCM,L2 DCM,L3 TCM
1,6144,17.3083,7770106346,355276434,1895961
2,6144,17.3460,8192368895,265063062,1909018
3,6144,17.4129,8062860599,387545624,1963565
4,6144,17.3096,8027659997,254225002,1929127
5,6144,17.4910,7885218428,211952591,1960727
6,6144,17.5807,8375691714,359352637,1902931
7,6144,17.3225,7968719306,272466781,2201905
8,6144,17.5880,7919950901,230344490,1897356
9,6144,17.4380,7871414642,418316385,2237804
10,6144,17.9064,7845449978,378383005,1952920

Size,Avg Time,Avg L1 DCM,Avg L2 DCM,Avg L3 TCM,MFlop
6144, 17.470340, 7991944080, 313292601, 1985131, 38654

Run,Size,Time(s),L1 DCM,L2 DCM,L3 TCM
1,8192,39.7454,18211551167,526239911,3715217
2,8192,41.8185,17644329201,607627251,3821866
3,8192,40.6454,17833978723,704301236,5489441
4,8192,41.0149,18205914530,923043950,3887633
5,8192,42.0941,17894929573,684626453,3967875
6,8192,40.4520,17528395726,730306147,3941155
7,8192,40.0173,17870621583,672923298,3930359
8,8192,40.2632,17742420830,654762855,3955577
9,8192,41.3766,18233831184,600279066,5266193
10,8192,40.3014,18017339042,510789155,3898647

Size,Avg Time,Avg L1 DCM,Avg L2 DCM,Avg L3 TCM,MFlop
8192, 40.772880, 17918331155, 661489932, 4187396, 91670

Run,Size,Time(s),L1 DCM,L2 DCM,L3 TCM
1,10240,75.5416,35055623139,2574346018,6317265
2,10240,77.9003,34965682266,2367976470,6311069
3,10240,75.5278,35206354114,2810530456,7599943
4,10240,75.5978,33997670931,3717739304,6339459
5,10240,77.3373,35180580977,2474813355,9956183
6,10240,78.5211,36229953779,5290110308,13810442
7,10240,77.7245,37075665123,2359906329,15171462
8,10240,81.2351,35978651454,2569293827,19218733
9,10240,75.6577,34813201053,2446650391,7048358
10,10240,78.7634,35750194237,2085578748,6399508

Size,Avg Time,Avg L1 DCM,Avg L2 DCM,Avg L3 TCM,MFlop
10240, 77.380660, 35425357707, 2869694520, 9817242, 91670
