Run,Time (s),L1 DCM,L2 DCM
1,7.2391,2070647044,2461974684
2,6.05714,2072068444,2545255222
3,6.05789,2072194399,2536273119
4,6.05573,2071468455,2506513452
5,6.04972,2071392701,2519069573
6,6.07223,2072079101,2537273028
7,6.02553,2071962735,2518480773
8,6.04721,2072300424,2535355911
9,6.08035,2071698668,2517127496
10,6.3398,2071352049,2488226138
