Run,Time (s),L1 DCM,L2 DCM
1,10.388,4412295553,4069067705
2,10.2202,4412437702,4172916132
3,10.2159,4412458101,4168019629
4,10.1689,4412368623,4095333010
5,10.6688,4412292915,4153460620
6,10.6389,4412304833,4060909442
7,10.4049,4412327704,4091476920
8,10.4622,4412431018,4157286709
9,10.354,4412428804,4184620103
10,10.2154,4412444898,4165527308

AVG Matrix, Time(s), L1 DCM, L2 DCM
2600, 10.373720, 4412379015, 4131861757
