Run,Time (s),L1 DCM,L2 DCM
1,0.454358,125743491,262204892
2,0.439963,125742331,263595786
3,0.438529,125740194,263151947
4,0.440584,125740180,263873865
5,0.454986,125747389,263124483
6,0.438775,125741246,261192362
7,0.648756,125782580,251395797
8,0.609247,125765850,257219480
9,0.523281,125753088,262717754
10,0.456174,125745513,261102205

AVG Matrix, Time(s), L1 DCM, L2 DCM
1000, 0.490465, 125750186, 260957857
