Run,Time (s),L1 DCM,L2 DCM
1,15.7931,6779897736,6337835268
2,15.6148,6780065635,6325995895
3,15.68,6780153293,6233319062
4,15.6232,6780062714,6247916364
5,15.6563,6780160053,6235807281
6,15.676,6780297338,6211730758
7,15.6656,6780162808,6234256705
8,16.4916,6779933618,6344657324
9,16.123,6780280218,6194057331
10,16.1349,6779936915,6316605635
