Run,Time (s),L1 DCM,L2 DCM
1,40.7289,17547814259,15745800640
2,40.5245,17546804627,15645790210
3,41.8236,17554965087,15921804359
4,40.8513,17567857280,16133897977
5,40.7478,17546432213,15636480234
6,40.8283,17567031024,16125971680
7,41.071,17547973799,15736286841
8,40.7971,17546717046,15633680851
9,40.7468,17547988025,15726602186
10,40.7187,17555936120,15865681204

AVG Matrix, Time(s), L1 DCM, L2 DCM
4096, 40.883800, 17552951948, 15817199618
