Run,Time (s),L1 DCM,L2 DCM
1,3.26215,745252174,1406079610
2,3.55091,745297625,1376183972
3,3.29699,745298847,1407558162
4,3.32693,745277018,1397235887
5,3.24256,745342511,1405096111
6,3.29375,745277662,1404092898
7,3.7779,745215523,1347113761
8,3.74199,745196262,1356633091
9,3.61639,745192307,1387004465
10,3.43501,745227012,1408825175

AVG Matrix, Time(s), L1 DCM, L2 DCM
1800, 3.454458, 745257694, 1389582313
