Run,Time (s)
1,0.04645037651062012
2,0.04591107368469238
3,0.04634666442871094
4,0.045004844665527344
5,0.044019222259521484
6,0.04709362983703613
7,0.045493364334106445
8,0.044440507888793945
9,0.044219017028808594
10,0.04547739028930664
