Run,Time (s)
1,0.08782076835632324
2,0.08968710899353027
3,0.09002494812011719
4,0.0890352725982666
5,0.08910846710205078
6,0.0912930965423584
7,0.08818197250366211
8,0.09483766555786133
9,0.09183263778686523
10,0.09005141258239746
