Run,Time (s)
1,0.14832615852355957
2,0.15128016471862793
3,0.15498113632202148
4,0.14951252937316895
5,0.15530633926391602
6,0.15430378913879395
7,0.15333271026611328
8,0.15193891525268555
9,0.15445828437805176
10,0.1638336181640625
