Run,Time (s)
1,253.46035528182983
2,263.44512248039246
3,252.55936360359192
4,249.15055513381958
5,250.95676064491272
6,262.6211693286896
7,252.59621000289917
8,257.0843803882599
9,252.35245823860168
10,249.5905361175537
