Run,Time (s)
1,529.7684772014618
2,545.5666868686676
3,525.411942243576
4,549.2842724323273
5,524.0181057453156
6,522.4862682819366
7,526.376939535141
8,541.513081073761
9,531.0481505393982
10,528.1380944252014
