Run,Time (s)
1,79.44955015182495
2,79.83437061309814
3,79.75020623207092
4,82.2139048576355
5,81.20693755149841
6,79.0534975528717
7,79.30479097366333
8,81.62940883636475
9,80.16121792793274
10,80.4435784816742
