Run,Time (s)
1,85.11646890640259
2,85.61784148216248
3,85.61622548103333
4,85.49427270889282
5,85.95518159866333
6,89.40451669692993
7,86.36381506919861
8,88.4326856136322
9,86.48514986038208
10,85.1107907295227
