Run,Time (s)
1,349.2793929576874
2,349.3458263874054
3,356.103835105896
4,352.7724859714508
5,351.90978717803955
6,356.7173640727997
7,353.39110112190247
8,358.7711088657379
9,357.2260277271271
10,354.0020909309387
