Run,Time (s)
1,0.014493465423583984
2,0.014800786972045898
3,0.01576852798461914
4,0.014590024948120117
5,0.014739513397216797
6,0.015010356903076172
7,0.0154266357421875
8,0.014599084854125977
9,0.015227556228637695
10,0.015073776245117188
