Run,Time (s)
1,16.40573239326477
2,16.415224313735962
3,18.160507202148438
4,16.47604203224182
5,17.53209686279297
6,16.80265760421753
7,17.146355867385864
8,16.722376346588135
9,16.91956377029419
10,16.88843297958374
