Run,Time (s)
1,10.587169885635376
2,10.475874900817871
3,9.085571527481079
4,9.308717727661133
5,9.437071800231934
6,9.209045171737671
7,9.3666832447052
8,9.307235956192017
9,9.277620077133179
10,9.921185970306396
