Run,Time (s)
1,49.71749234199524
2,50.2875394821167
3,50.484588384628296
4,53.29519701004028
5,49.92547655105591
6,53.11173677444458
7,50.519474029541016
8,52.045892000198364
9,50.01005172729492
10,51.261425733566284
