1,13.7338,3694629513,75266475
2,16.5878,3650305294,76834052
3,13.7736,3694696796,70850757
4,14.3985,3694774501,72931929
5,14.4514,3695165007,79310700
6,14.086,3695259734,72560728
7,14.182,3694643754,77844925
8,13.8245,3694969573,71876831
9,15.1005,3695377523,74651908
10,14.4161,3695619684,77243070
11,14.7811,3696144151,82694547
12,10.055,3694617695,74789610
13,10.2917,3694724979,73705996
14,10.3264,3694193345,74717281
15,10.2242,3694659550,73443404
16,11.2033,3644666005,70157120
17,11.1021,3694915513,76735715
18,10.9922,3694327000,74967282
19,10.9559,3694671553,74230074
20,10.7899,3693905836,74802459
