1,16.4078,3903635701,104289671
2,15.1815,3985190511,103628189
3,15.0342,3982858775,104071039
4,16.1383,3900400053,104055262
5,16.4155,3901296176,107767038
6,16.9863,3899998496,105676187
7,15.6574,3982543120,113817129
8,15.5177,3982307973,109525151
9,15.3514,3983710552,105505802
10,15.364,3983680028,109609129
11,15.4341,3984013473,109219996
12,13.9168,3982438443,111936865
13,11.3689,3981967360,109259521
14,11.3332,3981574286,111332349
15,11.3968,3983917218,108175713
16,11.2252,3982476676,108919772
17,11.2212,3983041281,106641373
18,12.1636,3983852396,106502158
19,12.0829,3981727542,108034168
20,11.6258,3982519206,104636992
