Run,Time (s),L1 DCM,L2 DCM
1,38.796,17640177364,22677675494
2,38.6648,17632039507,22246119387
3,38.8517,17631716078,22979824705
4,38.795,17651836205,23779063813
5,38.8062,17643831997,22480921745
6,38.9377,17651126044,23449004352
7,38.4675,17618635446,23635659602
8,39.5189,17649809435,24546557023
9,39.0662,17651610813,23372688206
10,39.1535,17652309870,23418608575
