Run,Time (s),L1 DCM,L2 DCM
1,113.574,50304396098,95869225679
2,113.773,50304684372,96750587149
3,114.309,50292400163,95128712970
4,113.81,50304350515,95999925095
5,116.008,50294676322,94810261308
6,113.594,50303566669,96745698766
7,114.584,50293085044,94116004297
8,116.24,50293515799,95922026324
9,113.697,50316200946,96807499385
10,117.121,50303632566,96260395281
