Run,Time (s),L1 DCM,L2 DCM
1,68.9206,30900591364,51037078387
2,69.2255,30880379946,51222666080
3,69.3879,30885210397,51264248916
4,68.7198,30874513098,51568722134
5,68.3167,30907008031,51651809229
6,69.7977,30885414238,51068677481
7,68.3614,30895655295,50790634728
8,69.9088,30905886674,51441036675
9,69.9819,30901042285,51866172955
10,69.0143,30874791761,51701309136
